timestep,episode,return,length
34950,699,-3.064069,50
35000,700,-2.125361,50
35050,701,-1.858974,50
35100,702,-3.053936,50
35150,703,-2.004822,50
35200,704,-1.919117,50
35250,705,-0.977496,50
35300,706,-3.127787,50
35350,707,-2.240429,50
35400,708,-2.879634,50
35450,709,-2.141498,50
35500,710,-2.883775,50
35550,711,-3.657889,50
35600,712,-1.926954,50
35650,713,-2.401092,50
35700,714,-3.580061,50
35750,715,-1.716268,50
35800,716,-1.638815,50
35850,717,-1.216219,50
35900,718,-1.895019,50
35950,719,-2.072805,50
36000,720,-2.683354,50
36050,721,-4.771384,50
36100,722,-0.815946,50
36150,723,-2.434783,50
36200,724,-3.003379,50
36250,725,-3.47736,50
36300,726,-3.430727,50
36350,727,-2.847606,50
36400,728,-3.391331,50
36450,729,-3.47344,50
36500,730,-3.456866,50
36550,731,-2.309417,50
36600,732,-3.029796,50
36650,733,-1.976181,50
36700,734,-3.452656,50
36750,735,-4.319813,50
36800,736,-3.045148,50
36850,737,-3.196137,50
36900,738,-3.08357,50
36950,739,-3.796011,50
37000,740,-3.534523,50
37050,741,-3.088579,50
37100,742,-3.189561,50
37150,743,-1.533062,50
37200,744,-2.549915,50
37250,745,-1.826378,50
37300,746,-4.015978,50
37350,747,-3.50855,50
37400,748,-3.610191,50
37450,749,-3.121427,50
37500,750,-4.057667,50
37550,751,-2.313573,50
37600,752,-3.422079,50
37650,753,-3.223662,50
37700,754,-1.966936,50
37750,755,-1.763771,50
37800,756,-2.510568,50
37850,757,-2.986923,50
37900,758,-2.228697,50
37950,759,-4.721213,50
38000,760,-1.047945,50
38050,761,-3.082179,50
38100,762,-3.561941,50
38150,763,-1.772958,50
38200,764,-3.797077,50
38250,765,-3.405357,50
38300,766,-3.073356,50
38350,767,-3.350966,50
38400,768,-3.734528,50
38450,769,-2.60214,50
38500,770,-2.992166,50
38550,771,-3.278128,50
38600,772,-1.41021,50
38650,773,-2.613418,50
38700,774,-1.355694,50
38750,775,-2.134064,50
38800,776,-4.035393,50
38850,777,-1.257564,50
38900,778,-3.384133,50
38950,779,-2.18845,50
39000,780,-2.601498,50
39050,781,-1.684138,50
39100,782,-2.733961,50
39150,783,-0.821963,50
39200,784,-3.793294,50
39250,785,-3.292249,50
39300,786,-3.998501,50
39350,787,-1.641974,50
39400,788,-1.750714,50
39450,789,-2.924059,50
39500,790,-1.291108,50
39550,791,-2.939248,50
39600,792,-3.314934,50
39650,793,-4.422918,50
39700,794,-1.481682,50
39750,795,-3.578384,50
39800,796,-1.465051,50
39850,797,-2.960107,50
39900,798,-2.437158,50
39950,799,-3.901426,50
40000,800,-4.571957,50
40050,801,-3.865914,50
40100,802,-3.883941,50
40150,803,-3.649454,50
40200,804,-0.98226,50
40250,805,-2.923563,50
40300,806,-1.625933,50
40350,807,-1.99051,50
40400,808,-2.009255,50
40450,809,-4.121777,50
40500,810,-1.185245,50
40550,811,-0.687218,50
40600,812,-2.317938,50
40650,813,-3.404333,50
40700,814,-2.023747,50
40750,815,-2.457643,50
40800,816,-3.321405,50
40850,817,-1.814438,50
40900,818,-2.877898,50
40950,819,-4.648693,50
41000,820,-2.601502,50
41050,821,-3.222861,50
41100,822,-1.837022,50
41150,823,-3.01091,50
41200,824,-3.534659,50
41250,825,-2.522086,50
41300,826,-3.444338,50
41350,827,-2.873909,50
41400,828,-2.638525,50
41450,829,-2.46553,50
41500,830,-3.541211,50
41550,831,-2.080452,50
41600,832,-1.634965,50
41650,833,-1.990693,50
41700,834,-3.310343,50
41750,835,-2.506665,50
41800,836,-2.24156,50
41850,837,-1.282012,50
41900,838,-3.454211,50
41950,839,-2.464096,50
42000,840,-1.485744,50
42050,841,-3.407672,50
42100,842,-2.807925,50
42150,843,-2.731825,50
42200,844,-0.889074,50
42250,845,-1.516385,50
42300,846,-3.286032,50
42350,847,-3.009652,50
42400,848,-2.747333,50
42450,849,-3.077632,50
42500,850,-3.319237,50
42550,851,-1.2139,50
42600,852,-1.383335,50
42650,853,-2.457076,50
42700,854,-1.728549,50
42750,855,-3.158149,50
42800,856,-1.966451,50
42850,857,-1.057359,50
42900,858,-0.955042,50
42950,859,-3.471866,50
43000,860,-3.626191,50
43050,861,-2.281126,50
43100,862,-3.913748,50
43150,863,-2.739418,50
43200,864,-3.611876,50
43250,865,-2.651105,50
43300,866,-3.709563,50
43350,867,-2.981849,50
43400,868,-1.792446,50
43450,869,-4.09388,50
43500,870,-2.92171,50
43550,871,-1.759747,50
43600,872,-1.491316,50
43650,873,-1.600059,50
43700,874,-2.700516,50
43750,875,-2.757346,50
43800,876,-3.377719,50
43850,877,-1.86469,50
43900,878,-2.055668,50
43950,879,-2.549987,50
44000,880,-1.799227,50
44050,881,-1.260725,50
44100,882,-3.007332,50
44150,883,-2.04951,50
44200,884,-2.88437,50
44250,885,-2.284822,50
44300,886,-2.558025,50
44350,887,-1.741079,50
44400,888,-1.930244,50
44450,889,-2.009803,50
44500,890,-3.245699,50
44550,891,-1.569967,50
44600,892,-2.310165,50
44650,893,-3.193074,50
44700,894,-1.311663,50
44750,895,-1.955787,50
44800,896,-2.036245,50
44850,897,-2.095627,50
44900,898,-3.528243,50
44950,899,-1.822673,50
45000,900,-2.742634,50
45050,901,-2.528113,50
45100,902,-1.468667,50
45150,903,-3.724297,50
45200,904,-3.420015,50
45250,905,-3.331823,50
45300,906,-3.486767,50
45350,907,-3.111133,50
45400,908,-1.814666,50
45450,909,-3.771268,50
45500,910,-3.943282,50
45550,911,-2.14861,50
45600,912,-5.109666,50
45650,913,-2.550089,50
45700,914,-3.758158,50
45750,915,-1.730744,50
45800,916,-3.547579,50
45850,917,-3.859273,50
45900,918,-2.506247,50
45950,919,-3.64099,50
46000,920,-3.678717,50
46050,921,-2.040417,50
46100,922,-0.987612,50
46150,923,-3.210868,50
46200,924,-1.765361,50
46250,925,-3.606129,50
46300,926,-0.908932,50
46350,927,-1.740314,50
46400,928,-3.130151,50
46450,929,-2.17501,50
46500,930,-0.914605,50
46550,931,-2.425075,50
46600,932,-2.929695,50
46650,933,-3.152102,50
46700,934,-3.05822,50
46750,935,-2.776409,50
46800,936,-1.679626,50
46850,937,-2.887801,50
46900,938,-1.809886,50
46950,939,-3.629963,50
47000,940,-1.790551,50
47050,941,-1.593524,50
47100,942,-2.084855,50
47150,943,-2.379675,50
47200,944,-1.360711,50
47250,945,-2.831871,50
47300,946,-3.354351,50
47350,947,-3.044304,50
47400,948,-3.601358,50
47450,949,-1.042676,50
47500,950,-0.832275,50
47550,951,-1.746942,50
47600,952,-3.03013,50
47650,953,-3.470689,50
47700,954,-2.116402,50
47750,955,-2.037868,50
47800,956,-3.159704,50
47850,957,-1.026994,50
47900,958,-2.792781,50
47950,959,-2.25461,50
48000,960,-2.316817,50
48050,961,-1.285421,50
48100,962,-1.762121,50
48150,963,-1.97541,50
48200,964,-2.535802,50
48250,965,-3.407129,50
48300,966,-2.056096,50
48350,967,-2.02237,50
48400,968,-3.230828,50
48450,969,-2.118597,50
48500,970,-2.079898,50
48550,971,-1.097928,50
48600,972,-2.109427,50
48650,973,-2.117538,50
48700,974,-2.473769,50
48750,975,-2.772908,50
48800,976,-3.313647,50
48850,977,-3.530239,50
48900,978,-1.587733,50
48950,979,-1.725695,50
49000,980,-3.468409,50
49050,981,-2.776255,50
49100,982,-1.584279,50
49150,983,-1.65044,50
49200,984,-2.830134,50
49250,985,-1.885478,50
49300,986,-2.396314,50
49350,987,-3.734362,50
49400,988,-1.856842,50
49450,989,-1.723838,50
49500,990,-2.749664,50
49550,991,-2.35085,50
49600,992,-2.469862,50
49650,993,-1.409802,50
49700,994,-2.112343,50
49750,995,-2.668621,50
49800,996,-2.913027,50
49850,997,-1.498236,50
49900,998,-3.361141,50
49950,999,-1.356778,50
50000,1000,-2.973655,50
